year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2003,7,AS,Alaska Airlines Inc.,ADK,"Adak Island, AK: Adak",9,1,1,0,0,0,0,2,0,15,15,0,0,0,0
2003,7,AS,Alaska Airlines Inc.,ADQ,"Kodiak, AK: Kodiak Airport",62,20,8.34,0.61,5.4,0,5.65,8,0,669,212,41,131,0,285
2003,7,AS,Alaska Airlines Inc.,AKN,"King Salmon, AK: King Salmon Airport",60,9,2.51,0,1.47,1,4.03,2,0,522,98,0,32,26,366
2003,7,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1779,290,84.58,3.79,39.04,16.58,146.01,80,1,12515,3629,224,1060,447,7155
2003,7,AS,Alaska Airlines Inc.,BET,"Bethel, AK: Bethel Airport",101,20,2.27,1.98,1.93,0,13.83,7,0,593,85,60,45,0,403
2003,7,AS,Alaska Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",62,7,6,0,0,0,1,0,0,218,191,0,0,0,27
2003,7,AS,Alaska Airlines Inc.,BOS,"Boston, MA: Logan International",62,7,3.39,0,3.61,0,0,0,0,219,130,0,89,0,0
2003,7,AS,Alaska Airlines Inc.,BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",62,18,2.16,3.63,1.02,0,11.19,2,1,920,228,272,32,0,388
2003,7,AS,Alaska Airlines Inc.,BUR,"Burbank, CA: Bob Hope",209,30,15.04,0,6.54,0,8.42,1,0,1426,885,0,170,0,371
2003,7,AS,Alaska Airlines Inc.,CDV,"Cordova, AK: Merle K Mudhole Smith",62,12,4,0,1.25,0,6.75,1,0,689,302,0,23,0,364
2003,7,AS,Alaska Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",31,3,0.55,0,1.45,0,1,0,0,92,11,0,54,0,27
2003,7,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",186,32,15.53,0,5.5,0,10.98,0,0,1474,739,0,182,0,553
2003,7,AS,Alaska Airlines Inc.,DLG,"Dillingham, AK: Dillingham Airport",44,11,4.24,0,2.45,0,4.3,3,0,525,271,0,54,0,200
2003,7,AS,Alaska Airlines Inc.,DUT,"Unalaska, AK: Unalaska Airport",62,17,4.71,3.96,1.59,0,6.74,18,0,746,142,269,87,0,248
2003,7,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",62,13,1.68,0,10.27,0,1.05,0,1,344,77,0,246,0,21
2003,7,AS,Alaska Airlines Inc.,FAI,"Fairbanks, AK: Fairbanks International",537,96,32.42,0.73,8.76,8,46.09,18,0,3599,1267,11,204,233,1884
2003,7,AS,Alaska Airlines Inc.,GEG,"Spokane, WA: Spokane International",209,46,23.34,0,2.93,0,19.73,4,0,1824,1045,0,62,0,717
2003,7,AS,Alaska Airlines Inc.,GST,"Gustavus, AK: Gustavus Airport",31,5,1.79,0.36,0.84,0,2,1,0,141,50,8,19,0,64
2003,7,AS,Alaska Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",62,10,3.59,0,5.41,1,0,0,0,415,182,0,218,15,0
2003,7,AS,Alaska Airlines Inc.,JNU,"Juneau, AK: Juneau International",566,89,37.94,0,16.45,0.71,33.91,4,3,4546,1978,0,422,17,2129
2003,7,AS,Alaska Airlines Inc.,KTN,"Ketchikan, AK: Ketchikan International",279,44,14.85,1.94,4.12,0,23.09,7,1,2237,758,288,126,0,1065
2003,7,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",368,77,28.55,0.6,18.43,0,29.41,4,3,3245,1523,29,513,0,1180
2003,7,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",763,104,46.72,0,24.67,1,31.62,14,0,4359,2458,0,727,15,1159
2003,7,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",31,5,2.32,0,2.68,0,0,0,1,304,203,0,101,0,0
2003,7,AS,Alaska Airlines Inc.,MIA,"Miami, FL: Miami International",31,11,2.3,0,8.7,0,0,0,1,206,39,0,167,0,0
2003,7,AS,Alaska Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",541,85,38.45,0,10.02,0,36.53,5,2,4558,2211,0,339,0,2008
2003,7,AS,Alaska Airlines Inc.,OME,"Nome, AK: Nome Airport",93,22,9.2,1.5,3.29,0,8.01,1,1,677,280,63,116,0,218
2003,7,AS,Alaska Airlines Inc.,ONT,"Ontario, CA: Ontario International",244,50,23.15,0,8.22,0.61,18.02,2,0,2090,1130,0,220,11,729
2003,7,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",31,2,1,0,1,0,0,0,0,50,15,0,35,0,0
2003,7,AS,Alaska Airlines Inc.,OTZ,"Kotzebue, AK: Ralph Wien Memorial",93,16,6.15,1,3.58,0,5.27,3,0,343,139,36,72,0,96
2003,7,AS,Alaska Airlines Inc.,PDX,"Portland, OR: Portland International",1367,209,66.38,1.1,21.58,4,115.95,17,0,10498,3717,126,593,99,5963
2003,7,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",248,63,23.39,0,15.24,0,24.38,0,0,2979,1268,0,451,0,1260
2003,7,AS,Alaska Airlines Inc.,PSG,"Petersburg, AK: Petersburg James A Johnson",62,24,5.31,1.86,2.31,0,14.51,2,0,1468,267,165,95,0,941
2003,7,AS,Alaska Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",62,10,2.85,0,1.8,0,5.35,0,0,610,188,0,61,0,361
2003,7,AS,Alaska Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",155,28,15.5,0,3.09,2.93,6.48,0,0,1964,1465,0,114,92,293
2003,7,AS,Alaska Airlines Inc.,SAN,"San Diego, CA: San Diego International",395,91,34.18,0,33.25,0,23.58,2,2,4273,2224,0,853,0,1196
2003,7,AS,Alaska Airlines Inc.,SCC,"Deadhorse, AK: Deadhorse Airport",36,10,4.09,0,2.24,0,3.67,1,0,544,337,0,63,0,144
2003,7,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",4581,709,194.53,18.84,125.59,24.93,345.11,68,2,33110,10325,1401,3673,603,17108
2003,7,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",391,53,20.87,0,16.14,0.44,15.55,6,0,2609,1184,0,608,7,810
2003,7,AS,Alaska Airlines Inc.,SIT,"Sitka, AK: Sitka Rocky Gutierrez",155,19,4.95,0.26,5.47,0,8.32,0,0,663,203,6,128,0,326
2003,7,AS,Alaska Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",454,74,35.58,0,8.97,0,29.45,9,0,3474,1836,0,236,0,1402
2003,7,AS,Alaska Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",248,56,27.78,0,6.52,2,19.7,3,0,2353,1419,0,176,58,700
2003,7,AS,Alaska Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",534,71,19.25,0,19.89,0,31.86,5,0,3351,1129,0,503,0,1719
2003,7,AS,Alaska Airlines Inc.,TUS,"Tucson, AZ: Tucson International",26,3,2.19,0,0,0,0.81,0,0,151,138,0,0,0,13
2003,7,AS,Alaska Airlines Inc.,WRG,"Wrangell, AK: Wrangell Airport",62,16,1.2,2.35,0.98,0,11.47,1,2,1189,361,175,89,0,564
2003,7,AS,Alaska Airlines Inc.,YAK,"Yakutat, AK: Yakutat Airport",62,12,1,0.86,0.14,0,10,1,0,636,18,19,3,0,596
2003,8,AS,Alaska Airlines Inc.,ADK,"Adak Island, AK: Adak",9,1,1,0,0,0,0,1,0,77,77,0,0,0,0
2003,8,AS,Alaska Airlines Inc.,ADQ,"Kodiak, AK: Kodiak Airport",62,17,10.24,0,3.77,0.76,2.22,2,0,725,507,0,84,26,108
2003,8,AS,Alaska Airlines Inc.,AKN,"King Salmon, AK: King Salmon Airport",53,6,3.03,0,0,1,1.97,2,1,212,82,0,0,34,96
2003,8,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1773,346,107.67,0,47.04,24.29,167,81,0,16900,6004,0,1294,631,8971
2003,8,AS,Alaska Airlines Inc.,BET,"Bethel, AK: Bethel Airport",102,24,5.2,0.9,2.68,0,15.22,5,0,1361,321,251,132,0,657
2003,8,AS,Alaska Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",62,15,9.84,0,1.16,0,4,1,0,749,518,0,40,0,191
2003,8,AS,Alaska Airlines Inc.,BOS,"Boston, MA: Logan International",62,16,4.51,0,10.67,0,0.82,0,0,456,167,0,261,0,28
2003,8,AS,Alaska Airlines Inc.,BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",62,12,1,1,1,0,9,1,0,699,29,73,19,0,578
2003,8,AS,Alaska Airlines Inc.,BUR,"Burbank, CA: Bob Hope",207,58,22.42,0,20.12,0,15.46,3,0,2508,1262,0,456,0,790
2003,8,AS,Alaska Airlines Inc.,CDV,"Cordova, AK: Merle K Mudhole Smith",62,15,3.94,0,1.38,0,9.68,0,1,508,104,0,34,0,370
2003,8,AS,Alaska Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,8,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",186,45,15.69,0,17.72,0.25,11.34,0,0,1417,672,0,434,5,306
2003,8,AS,Alaska Airlines Inc.,DLG,"Dillingham, AK: Dillingham Airport",44,13,7.19,0,0.42,0,5.38,5,0,1101,513,0,13,0,575
2003,8,AS,Alaska Airlines Inc.,DUT,"Unalaska, AK: Unalaska Airport",62,16,7.57,1.76,2.42,0,4.25,9,1,708,372,116,74,0,146
2003,8,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",62,37,4.24,0,32.48,0,0.28,0,0,1292,193,0,1087,0,12
2003,8,AS,Alaska Airlines Inc.,FAI,"Fairbanks, AK: Fairbanks International",531,98,36.42,0,13.15,8.56,39.86,19,0,4506,1634,0,341,182,2349
2003,8,AS,Alaska Airlines Inc.,GEG,"Spokane, WA: Spokane International",207,50,26.16,0,2.7,0,21.14,3,0,2343,1496,0,71,0,776
2003,8,AS,Alaska Airlines Inc.,GST,"Gustavus, AK: Gustavus Airport",31,4,0.37,0,0.24,0,3.39,0,0,293,24,0,18,0,251
2003,8,AS,Alaska Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",62,16,9.25,0,4.09,0,2.66,0,0,634,377,0,145,0,112
2003,8,AS,Alaska Airlines Inc.,JNU,"Juneau, AK: Juneau International",568,90,28.02,2.84,19.07,4.72,35.35,4,5,4147,1520,94,463,149,1921
2003,8,AS,Alaska Airlines Inc.,KTN,"Ketchikan, AK: Ketchikan International",279,53,21.39,3.65,8.77,0,19.18,2,2,2008,719,282,270,0,737
2003,8,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",367,100,41.52,0,32.84,0,25.65,4,0,3932,2058,0,807,0,1067
2003,8,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",759,147,69.59,0,40.3,0,37.11,14,0,5981,3445,0,1051,0,1485
2003,8,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",31,7,3.18,0,3.82,0,0,0,1,313,135,0,178,0,0
2003,8,AS,Alaska Airlines Inc.,MIA,"Miami, FL: Miami International",31,11,2.31,0,7.15,0,1.54,0,0,340,81,0,180,0,79
2003,8,AS,Alaska Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",543,115,42.27,0,31.36,1,40.37,9,0,5594,2616,0,877,15,2086
2003,8,AS,Alaska Airlines Inc.,OME,"Nome, AK: Nome Airport",93,18,4.16,0,2.34,0,11.5,1,1,631,131,0,79,0,421
2003,8,AS,Alaska Airlines Inc.,ONT,"Ontario, CA: Ontario International",243,70,21.3,0,17.57,0,31.13,3,1,3176,1168,0,511,0,1497
2003,8,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",31,3,1.99,0,0.01,0,1,0,0,240,202,0,2,0,36
2003,8,AS,Alaska Airlines Inc.,OTZ,"Kotzebue, AK: Ralph Wien Memorial",93,19,2.17,3.27,3.34,0.82,9.39,1,0,707,61,159,93,14,380
2003,8,AS,Alaska Airlines Inc.,PDX,"Portland, OR: Portland International",1360,246,59.05,1.37,30.93,3,151.65,20,0,11586,2960,67,833,57,7669
2003,8,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",248,101,38.44,0,36.74,0,25.82,1,0,4799,2668,0,946,0,1185
2003,8,AS,Alaska Airlines Inc.,PSG,"Petersburg, AK: Petersburg James A Johnson",62,14,1.4,1,3.57,0,8.03,3,1,620,72,22,100,0,426
2003,8,AS,Alaska Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",62,7,2.94,0,0.11,0,3.94,0,0,356,125,0,8,0,223
2003,8,AS,Alaska Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",160,49,20.67,0,7.07,5.44,15.82,1,0,2142,1239,0,166,102,635
2003,8,AS,Alaska Airlines Inc.,SAN,"San Diego, CA: San Diego International",392,99,40.93,0,34.19,0.65,23.23,4,0,4652,2397,0,886,15,1354
2003,8,AS,Alaska Airlines Inc.,SCC,"Deadhorse, AK: Deadhorse Airport",32,5,2.83,0,0.56,0,1.61,1,0,135,83,0,17,0,35
2003,8,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",4584,841,205.75,13.27,153.29,18.5,450.18,90,7,40282,12485,651,4639,436,22071
2003,8,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",388,96,36.28,0,43.62,0,16.1,1,0,3512,1327,0,1552,0,633
2003,8,AS,Alaska Airlines Inc.,SIT,"Sitka, AK: Sitka Rocky Gutierrez",155,20,5.86,0,5,0,9.14,0,1,846,452,0,110,0,284
2003,8,AS,Alaska Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",455,110,44.46,0,31.43,0.67,33.44,11,0,4300,2026,0,797,10,1467
2003,8,AS,Alaska Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",248,68,22.83,0,14.45,1,29.71,2,0,3235,1290,0,417,63,1465
2003,8,AS,Alaska Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",528,82,28.24,0,23.43,2.59,27.74,4,1,2952,1279,0,567,115,991
2003,8,AS,Alaska Airlines Inc.,TUS,"Tucson, AZ: Tucson International",31,1,1,0,0,0,0,0,0,15,15,0,0,0,0
2003,8,AS,Alaska Airlines Inc.,WRG,"Wrangell, AK: Wrangell Airport",62,13,1.85,1,0.77,1,8.38,3,2,494,51,60,51,18,314
2003,8,AS,Alaska Airlines Inc.,YAK,"Yakutat, AK: Yakutat Airport",62,18,3.53,0,3.28,0,11.2,1,0,659,194,0,79,0,386
2003,9,AS,Alaska Airlines Inc.,ADK,"Adak Island, AK: Adak",8,2,1,0,0,0,1,1,1,93,25,0,0,0,68
2003,9,AS,Alaska Airlines Inc.,ADQ,"Kodiak, AK: Kodiak Airport",60,13,3.53,0,3.33,0,6.14,2,0,803,83,0,106,0,614
2003,9,AS,Alaska Airlines Inc.,AKN,"King Salmon, AK: King Salmon Airport",27,9,5.69,0.99,0.69,0.79,0.85,2,1,564,252,91,21,26,174
2003,9,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1448,212,49.19,4.61,49.35,7.54,101.3,61,3,9969,2553,129,1304,189,5794
2003,9,AS,Alaska Airlines Inc.,BET,"Bethel, AK: Bethel Airport",99,21,11.86,1.81,1.88,0,5.45,6,0,879,555,76,49,0,199
2003,9,AS,Alaska Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",60,5,3.17,0,0.2,0,1.63,0,0,290,185,0,11,0,94
2003,9,AS,Alaska Airlines Inc.,BOS,"Boston, MA: Logan International",60,10,4.2,0,5.8,0,0,0,0,227,100,0,127,0,0
2003,9,AS,Alaska Airlines Inc.,BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",60,4,1.45,0.85,0.73,0,0.97,1,2,278,38,23,26,0,191
2003,9,AS,Alaska Airlines Inc.,BUR,"Burbank, CA: Bob Hope",199,20,12.9,0,0.89,0,6.21,4,0,1287,833,0,45,0,409
2003,9,AS,Alaska Airlines Inc.,CDV,"Cordova, AK: Merle K Mudhole Smith",59,14,2.29,0,0.22,0,11.5,1,0,760,117,0,10,0,633
2003,9,AS,Alaska Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",30,2,0,0,1.67,0.33,0,1,0,40,0,0,34,6,0
2003,9,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",156,19,8.48,0,2.88,0,7.64,0,1,774,436,0,67,0,271
2003,9,AS,Alaska Airlines Inc.,DLG,"Dillingham, AK: Dillingham Airport",29,1,0,0,0,0,1,5,0,46,0,0,0,0,46
2003,9,AS,Alaska Airlines Inc.,DUT,"Unalaska, AK: Unalaska Airport",59,7,2,2.96,0.04,0,2,19,0,232,44,121,2,0,65
2003,9,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",60,36,1.33,0,34.14,0,0.53,0,0,1999,89,0,1891,0,19
2003,9,AS,Alaska Airlines Inc.,FAI,"Fairbanks, AK: Fairbanks International",432,49,13.05,0.93,7.94,0,27.08,10,0,2309,627,14,211,0,1457
2003,9,AS,Alaska Airlines Inc.,GEG,"Spokane, WA: Spokane International",185,26,16.39,0,2.48,0,7.14,3,0,1312,783,0,58,0,471
2003,9,AS,Alaska Airlines Inc.,GST,"Gustavus, AK: Gustavus Airport",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,9,AS,Alaska Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",60,6,3.32,0,2.68,0,0,3,0,220,148,0,72,0,0
2003,9,AS,Alaska Airlines Inc.,JNU,"Juneau, AK: Juneau International",371,62,17.49,7.53,12.15,0,24.83,6,7,3064,959,580,486,0,1039
2003,9,AS,Alaska Airlines Inc.,KTN,"Ketchikan, AK: Ketchikan International",197,32,8.77,2.45,10.11,0,10.67,2,4,1221,322,184,223,0,492
2003,9,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",354,28,11.65,0,4.21,0,12.13,0,0,1113,518,0,95,0,500
2003,9,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",677,63,37.2,0,10.75,1,14.05,20,0,2371,1502,0,226,18,625
2003,9,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",30,2,1.6,0,0.4,0,0,0,0,49,39,0,10,0,0
2003,9,AS,Alaska Airlines Inc.,MIA,"Miami, FL: Miami International",30,10,2.25,0,7.41,0,0.34,0,0,367,88,0,265,0,14
2003,9,AS,Alaska Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",500,38,17.85,0,7.51,0.87,11.76,2,0,1838,1073,0,202,34,529
2003,9,AS,Alaska Airlines Inc.,OME,"Nome, AK: Nome Airport",90,9,2.86,0,1.37,0,4.76,3,0,421,146,0,31,0,244
2003,9,AS,Alaska Airlines Inc.,ONT,"Ontario, CA: Ontario International",213,21,11.13,0,2.14,0,7.73,1,0,1135,552,0,79,0,504
2003,9,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",29,5,0,0,5,0,0,0,0,148,0,0,148,0,0
2003,9,AS,Alaska Airlines Inc.,OTZ,"Kotzebue, AK: Ralph Wien Memorial",90,11,4.09,0,3,0,3.91,1,0,451,86,0,84,0,281
2003,9,AS,Alaska Airlines Inc.,PDX,"Portland, OR: Portland International",1245,100,29.71,0,19.33,0,50.96,20,0,5572,2024,0,530,0,3018
2003,9,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",240,23,14.18,0,3.76,0,5.06,1,1,1344,981,0,70,0,293
2003,9,AS,Alaska Airlines Inc.,PSG,"Petersburg, AK: Petersburg James A Johnson",60,15,1.77,3.87,0.74,1.88,6.74,0,3,913,163,136,36,64,514
2003,9,AS,Alaska Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",84,12,5,0,0,0,7,0,0,628,253,0,0,0,375
2003,9,AS,Alaska Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",158,17,8.06,0,1.01,0,7.93,0,0,517,251,0,32,0,234
2003,9,AS,Alaska Airlines Inc.,SAN,"San Diego, CA: San Diego International",354,29,20.83,0,1.17,0,7,2,0,1531,1016,0,44,0,471
2003,9,AS,Alaska Airlines Inc.,SCC,"Deadhorse, AK: Deadhorse Airport",30,1,0,0,0,0,1,1,0,24,0,0,0,0,24
2003,9,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",3928,421,118.19,5.21,123.69,2,171.92,67,7,20202,7047,257,3874,57,8967
2003,9,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",357,52,13.77,0,22.63,0,15.6,3,0,1893,546,0,764,0,583
2003,9,AS,Alaska Airlines Inc.,SIT,"Sitka, AK: Sitka Rocky Gutierrez",102,15,6.29,1,1.39,0,6.32,2,1,541,267,32,32,0,210
2003,9,AS,Alaska Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",386,34,20.77,0,2.04,0,11.19,5,0,1744,1128,0,52,0,564
2003,9,AS,Alaska Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",213,26,12.58,0,3.77,1.53,8.12,2,0,953,573,0,99,34,247
2003,9,AS,Alaska Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",529,49,17.59,0,9.94,1,20.48,10,0,1871,771,0,254,30,816
2003,9,AS,Alaska Airlines Inc.,TUS,"Tucson, AZ: Tucson International",30,1,1,0,0,0,0,0,0,21,21,0,0,0,0
2003,9,AS,Alaska Airlines Inc.,WRG,"Wrangell, AK: Wrangell Airport",60,10,1.02,3,0,0,5.98,3,1,743,66,342,0,0,335
2003,9,AS,Alaska Airlines Inc.,YAK,"Yakutat, AK: Yakutat Airport",60,12,0,0,0.04,0,11.96,3,0,615,0,0,4,0,611
2003,10,AS,Alaska Airlines Inc.,ADK,"Adak Island, AK: Adak",9,3,2,0,0,0,1,0,0,388,365,0,0,0,23
2003,10,AS,Alaska Airlines Inc.,ADQ,"Kodiak, AK: Kodiak Airport",62,7,2.72,1.91,0.53,0,1.84,2,0,272,85,104,20,0,63
2003,10,AS,Alaska Airlines Inc.,AKN,"King Salmon, AK: King Salmon Airport",22,7,4.79,0,0.13,0,2.08,0,0,533,187,0,2,0,344
2003,10,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1390,252,66.67,3.27,68.04,8.52,105.51,64,1,11893,4230,107,1999,185,5372
2003,10,AS,Alaska Airlines Inc.,BET,"Bethel, AK: Bethel Airport",102,16,4.88,0.96,0.7,0,9.46,5,0,712,185,25,26,0,476
2003,10,AS,Alaska Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",62,5,4.06,0,0,0,0.94,0,0,287,254,0,0,0,33
2003,10,AS,Alaska Airlines Inc.,BOS,"Boston, MA: Logan International",55,7,4.46,0,2.54,0,0,0,0,248,182,0,66,0,0
2003,10,AS,Alaska Airlines Inc.,BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",62,12,1.18,1.86,0.52,0,8.45,0,1,552,33,70,30,0,419
2003,10,AS,Alaska Airlines Inc.,BUR,"Burbank, CA: Bob Hope",205,24,9.48,0,8.63,0,5.9,4,1,1147,370,0,393,0,384
2003,10,AS,Alaska Airlines Inc.,CDV,"Cordova, AK: Merle K Mudhole Smith",62,11,3.84,0,2.46,0,4.7,1,0,488,130,0,48,0,310
2003,10,AS,Alaska Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",31,6,2.2,0,1.65,0,2.15,0,0,328,146,0,105,0,77
2003,10,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",180,28,12.58,0.72,6.52,0,8.18,2,1,942,484,13,153,0,292
2003,10,AS,Alaska Airlines Inc.,DLG,"Dillingham, AK: Dillingham Airport",16,1,0,0,0.08,0,0.92,3,0,115,0,0,9,0,106
2003,10,AS,Alaska Airlines Inc.,DUT,"Unalaska, AK: Unalaska Airport",62,13,6,2.98,1.14,0,2.88,26,0,506,269,108,25,0,104
2003,10,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",62,11,3.94,0,4.1,0,2.96,0,0,319,134,0,98,0,87
2003,10,AS,Alaska Airlines Inc.,FAI,"Fairbanks, AK: Fairbanks International",419,76,28.13,0.79,12.19,1.73,33.16,10,1,3549,1293,27,331,27,1871
2003,10,AS,Alaska Airlines Inc.,GEG,"Spokane, WA: Spokane International",186,37,19.27,0.85,7.5,0,9.37,2,0,1834,1278,35,177,0,344
2003,10,AS,Alaska Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",62,9,2.85,0,5.19,0,0.96,0,0,306,89,0,183,0,34
2003,10,AS,Alaska Airlines Inc.,JNU,"Juneau, AK: Juneau International",335,51,13.06,3.52,10.1,0,24.32,3,2,2181,550,228,249,0,1154
2003,10,AS,Alaska Airlines Inc.,KTN,"Ketchikan, AK: Ketchikan International",185,31,14.16,0.98,4.73,0,11.13,5,11,2299,1432,122,121,0,624
2003,10,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",366,60,18.54,0,24.82,0,16.64,0,0,3519,1282,0,1234,0,1003
2003,10,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",675,100,43.94,0,23.42,0,32.64,25,1,6037,2906,0,1338,0,1793
2003,10,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",38,13,1.85,0,11.15,0,0,0,0,408,132,0,276,0,0
2003,10,AS,Alaska Airlines Inc.,MIA,"Miami, FL: Miami International",31,8,0.83,0,7.17,0,0,0,0,183,30,0,153,0,0
2003,10,AS,Alaska Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",508,76,27.62,0,11.42,2.66,34.3,8,1,4142,1416,0,861,107,1758
2003,10,AS,Alaska Airlines Inc.,OME,"Nome, AK: Nome Airport",93,16,6.38,0.95,2.12,0,6.54,3,1,867,235,104,135,0,393
2003,10,AS,Alaska Airlines Inc.,ONT,"Ontario, CA: Ontario International",212,35,19.01,0,4.51,0,11.48,2,0,1424,753,0,156,0,515
2003,10,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",31,9,3.06,0,5.94,0,0,0,0,227,106,0,121,0,0
2003,10,AS,Alaska Airlines Inc.,OTZ,"Kotzebue, AK: Ralph Wien Memorial",93,23,7.53,0.76,5.85,0,8.86,2,0,1079,375,16,169,0,519
2003,10,AS,Alaska Airlines Inc.,PDX,"Portland, OR: Portland International",1268,159,29.23,0.32,38.39,0,91.06,16,0,9439,2048,25,1532,0,5834
2003,10,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",261,35,13.86,0,9.95,0,11.18,2,0,1944,1274,0,270,0,400
2003,10,AS,Alaska Airlines Inc.,PSG,"Petersburg, AK: Petersburg James A Johnson",62,14,1.05,2,2.65,0,8.3,2,1,887,80,93,58,0,656
2003,10,AS,Alaska Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",118,21,4.64,0.58,2.32,0,13.46,0,0,808,201,11,63,0,533
2003,10,AS,Alaska Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",187,34,14.12,0,4.58,0,15.3,0,0,2588,1476,0,204,0,908
